# Velocity (m/s);Min zangle (rad);x1;x2;x3;x4;x5;x6;x7
2.900000000000000000e+04;0.000000000000000000e+00;-2.967302727352970351e+02;1.375107340592922966e+01;-6.980662930043103735e-06;1.181254517380678237e+01;-8.285496320306280360e-01;6.727242229644260760e+02;-5.700218230619379101e-02
3.000000000000000000e+04;0.000000000000000000e+00;-2.999706751719588738e+02;1.414115685418730450e+01;-1.787962222955805362e-06;1.261600417812163855e+01;-8.095831459421911624e-01;6.700356750352674453e+02;-6.821107536286258322e-02
3.100000000000000000e+04;0.000000000000000000e+00;-3.040325177106878414e+02;1.269561328290971147e+01;-7.287488048154447090e-06;1.148553546544691173e+01;-7.932608999847537978e-01;6.671514369596840197e+02;-5.788015221554664025e-02
3.200000000000000000e+04;0.000000000000000000e+00;-3.053652620960857575e+02;1.088210385233091593e+01;-6.617095261041899538e-06;1.160613726538390900e+01;-7.930627787927910788e-01;6.675261740625882112e+02;-4.729294040727501786e-02
3.300000000000000000e+04;0.000000000000000000e+00;-3.041983910066656449e+02;1.088990266959015685e+01;-1.091639843816547026e-05;1.119812630718979207e+01;-7.938501781821238890e-01;6.669742282523113772e+02;-4.840885772056351122e-02
3.400000000000000000e+04;0.000000000000000000e+00;-7.537759485824891271e+03;1.171319005140746185e+03;3.670382507372396685e-01;-6.060522154299341491e-01;8.586480247033687618e+00;1.039471174710020929e+00;-5.212088918429071127e-02
3.500000000000000000e+04;0.000000000000000000e+00;-2.783561852015632780e+02;-6.777748678237526470e+00;-5.902282906540642221e-02;5.680754751770852984e+00;-1.699794205645031919e+00;1.517600369025749160e+03;1.446690770431587753e-02
3.600000000000000000e+04;0.000000000000000000e+00;-5.419712747998794811e+01;1.902971728944037988e+00;-5.468954664186861692e+02;2.915346062617474310e+00;-4.595929455735467073e+00;5.843587247789434514e+03;9.145191523012008439e-01
3.700000000000000000e+04;0.000000000000000000e+00;6.488952850369165049e+01;-6.292061413550064941e+01;-6.546605350850411753e+01;-6.806390510524860815e+01;-2.055464131310997367e+00;-4.479900368433425228e+02;-1.922669571263644128e+00
3.800000000000000000e+04;0.000000000000000000e+00;4.327010609455520012e+02;-2.611295844539507129e+02;-8.266048692257176356e+01;-2.806899643227115160e+00;2.271570747777244270e-01;-2.629250150061220666e+02;-6.541215247606873007e-01
3.900000000000000000e+04;0.000000000000000000e+00;6.253939959998399445e+01;-5.963758863731813875e+01;-7.647699615388696657e+02;-6.175992096288981514e+01;-4.500495636145264378e+00;-4.998227803748708538e+03;-1.786656330080658606e+00
4.000000000000000000e+04;0.000000000000000000e+00;6.244967044610510953e+01;-5.707182475038201375e+01;-1.958878824040970201e+01;-9.748292643316021966e+00;-6.296674827183027512e-01;-1.006479688296615649e+02;-1.420331581040039426e+00
4.100000000000000000e+04;0.000000000000000000e+00;-1.484758256043758706e+01;1.680393424395042956e+01;-1.020884473933183045e+02;3.137285337452291323e+00;-5.484868102685165780e+00;3.359836428418091600e+03;-4.094408871279726192e+00
4.200000000000000000e+04;0.000000000000000000e+00;-2.087059431335417230e+03;-1.436759879965179607e+03;6.783287941761324191e+01;3.703063624123514863e-01;4.045084814189776168e+00;-3.131438138040199348e+01;1.573513280982909990e-01
4.300000000000000000e+04;0.000000000000000000e+00;-3.514227497363855868e+00;-4.603369542826392546e+00;-8.388686542106222532e+01;4.631502826742074141e+00;-6.617999994569025546e+00;1.604035239646579839e+03;1.718720046944329338e+00
4.400000000000000000e+04;0.000000000000000000e+00;-1.020603390327468496e+00;-6.528822470904373176e+00;-7.586084226068223302e+00;9.538615555831912118e+00;-1.046869335588488781e+01;8.799914788126696976e+02;4.432188506245435811e+00
4.500000000000000000e+04;0.000000000000000000e+00;-3.638886717465851461e+01;3.944096348703156063e-01;-1.908358788485792957e+03;3.185671779287873484e+00;-6.373648150029254111e+00;2.246775667077958497e+04;1.044225365962248020e+00
4.600000000000000000e+04;0.000000000000000000e+00;-3.334248075429217639e+00;-6.614983945822753064e+00;-4.125436667186870920e+01;6.391637809917768642e+00;-7.192723467660973924e+00;2.549549629748052212e+03;2.455560004359968129e+00
4.700000000000000000e+04;0.000000000000000000e+00;-1.368234329079814460e+00;-6.431564025186944811e+00;-1.261585064302856907e+01;9.796162928441003004e+00;-1.022132923664623760e+01;4.888998882039601085e+03;3.984228888914950861e+00
4.800000000000000000e+04;0.000000000000000000e+00;-3.067013036888337751e+02;-4.299986466512886740e-02;-4.435943068363095192e-06;1.124316142926543449e+01;-7.840390216262084211e-01;6.670711289527926056e+02;-1.967288045796725116e-02
4.900000000000000000e+04;0.000000000000000000e+00;-3.086414492823643627e+02;-4.950788522359488852e-01;-2.287630968077167264e-06;1.133843077709588343e+01;-7.771194265361048847e-01;6.671773268493095657e+02;-2.137783613093864957e-02
5.000000000000000000e+04;0.000000000000000000e+00;-2.211639681353383846e+00;6.339112173355367919e-01;-1.734128446144091431e+05;5.319589645849308823e+00;-1.601847340812498288e+01;9.991550482547704553e-07;1.841205488142064084e+01
5.100000000000000000e+04;0.000000000000000000e+00;-1.371113147724296155e+01;-4.731583957369926097e+00;-4.015790196154845489e+03;4.277602872217538987e+00;-8.771427864005206132e+00;7.741374657804922026e+04;1.559800659563336023e+00
5.200000000000000000e+04;0.000000000000000000e+00;-1.942166441812955169e+00;-5.058183780445974165e+00;-9.908139479378762715e+00;8.929206066920171381e+00;-9.003158887902925400e+00;1.873958810753976422e+03;3.736645876686218948e+00
5.300000000000000000e+04;0.000000000000000000e+00;-1.841727901082586882e+00;-5.129986245504898790e+00;-5.190254007854103513e+00;1.272372996070197004e+01;-1.302246604579688771e+01;9.834743010800926641e+03;5.294592675639713697e+00
5.400000000000000000e+04;0.000000000000000000e+00;-1.409934992943184140e+00;-5.815253797862587781e+00;-1.849134899206330562e-01;1.894674368089924243e+01;-1.831995198898801291e+01;5.993210159744646262e+03;8.383373983411217978e+00
5.500000000000000000e+04;0.000000000000000000e+00;-3.084993513255421931e+02;-1.545924542623844378e-02;-2.094137323217055118e-06;1.133269194457755979e+01;-7.783730611300389013e-01;6.670918285712128863e+02;-1.860973663341000672e-02
5.600000000000000000e+04;0.000000000000000000e+00;-3.083215029815800676e+02;2.567069373978556612e-01;-9.492159898224385326e-07;1.139526697236155961e+01;-7.795645097124227485e-01;6.671142236373742662e+02;-2.102297107315835925e-02
5.700000000000000000e+04;0.000000000000000000e+00;-3.092574858845974859e+02;2.143596347602041874e+00;-7.303314156466882148e-07;1.137735977090579809e+01;-7.773153928034103322e-01;6.672022376298943982e+02;-2.780828625713698682e-02
5.800000000000000000e+04;0.000000000000000000e+00;-3.093627189506430000e+02;4.315994930940358465e+00;-9.942645447331497545e-09;1.122913369553801211e+01;-7.772176824377152737e-01;6.671488868570909290e+02;-3.547230835960932943e-02
5.900000000000000000e+04;0.000000000000000000e+00;2.374885882218671918e-02;-2.387836035041567939e+00;-7.122451636677366878e+03;5.610653025878138855e+00;-1.350224344745182492e+01;3.786265869813245153e-07;1.735636961663811562e+01
6.000000000000000000e+04;0.000000000000000000e+00;-3.067039257236228309e+02;1.186774386212800714e+01;-7.726902005294429551e-06;1.120156688020195013e+01;-7.888072578592124628e-01;6.670064541767013679e+02;-4.515740611228463708e-02
6.100000000000000000e+04;0.000000000000000000e+00;-2.814298532206896084e+02;3.518360117664425957e+01;-6.281026507158952166e-01;1.636629917943072998e+00;3.965631546700441046e+00;5.942828713635297078e+00;2.719653471698834091e-01
6.200000000000000000e+04;0.000000000000000000e+00;5.008102642275387240e+01;-4.682552051820342598e+01;-4.168638595277060155e+00;-1.660646946299437943e+01;4.489514838288147236e-01;-3.022362255683279031e+01;-1.735789936760223640e+00
6.300000000000000000e+04;0.000000000000000000e+00;-4.390209684070361718e+00;-6.916623677255094194e+00;-8.911274535711720901e+00;7.761091311065835718e+00;-6.829091718444905368e+00;1.276312512028332776e+03;3.033951305603997728e+00
6.400000000000000000e+04;0.000000000000000000e+00;-3.846586347262269445e+00;-6.738154135213293650e+00;-9.536966962820681459e+00;1.001431345664862427e+01;-9.483980205471530311e+00;5.461438068200458474e+03;3.944166716023892238e+00
6.500000000000000000e+04;0.000000000000000000e+00;-2.587802497472226833e+02;-8.322214670067388909e+00;-1.580518517439734826e-04;9.049543524217858348e+00;-9.454888174722172467e-01;6.592480094496858101e+02;1.669274107815300542e-02
6.600000000000000000e+04;0.000000000000000000e+00;-3.078923080611452860e+02;-9.573760001220378513e+00;-5.580796470231153708e-06;1.124150193736335268e+01;-7.826916881982169949e-01;6.671556422755410267e+02;1.439542249236490552e-02
6.700000000000000000e+04;0.000000000000000000e+00;-3.568322827850227696e+00;-5.028585857414558546e+00;-4.224692521945354606e+00;2.336296323489249005e+01;-3.011801593909025243e+01;-6.762771359720228065e+04;-7.409079921170850866e+03
6.800000000000000000e+04;0.000000000000000000e+00;-4.541220820132074891e+02;-7.114437279508520895e+00;-1.409794923466069653e-06;1.297644755587843335e+01;-1.782737481016713588e+00;2.686532486855064235e+03;1.407625381022418933e-03
6.900000000000000000e+04;0.000000000000000000e+00;-3.024493643103440377e+02;2.684064608740099889e-02;-2.248366308602352349e-06;1.198638977673732775e+01;-8.009920522391683617e-01;6.700171914130155528e+02;-1.725837746624958591e-02
7.000000000000000000e+04;0.000000000000000000e+00;-3.022203347989178610e+02;4.065479861018312380e-01;-1.323295877624581631e-06;1.205377071252354959e+01;-8.037691302500330481e-01;6.707060849470399262e+02;-1.944342845347363236e-02
7.100000000000000000e+04;0.000000000000000000e+00;-3.068341775942166691e+02;1.469482078952781601e+00;-4.531934708487215769e-06;1.126842513551941494e+01;-7.836290137057889682e-01;6.670527386923207587e+02;-2.155900534915201200e-02
