# Velocity (m/s);Min zangle (rad);x1;x2;x3;x4;x5;x6;x7
2.900000000000000000e+04;0.000000000000000000e+00;-3.578788720497420854e+02;-5.052846187659283395e+00;3.292780066026175809e-06;1.130197341371457753e+01;-8.520353017784184635e-01;6.728967461299724846e+02;3.884764501725839619e-02
3.000000000000000000e+04;0.000000000000000000e+00;9.032594351984171226e+02;-7.811685591569486178e+02;8.934641695983952525e-02;3.880082344901613634e-01;1.002804631401897595e+01;-1.322697759182904220e-01;5.606568885155493315e-02
3.100000000000000000e+04;0.000000000000000000e+00;-7.301121869626308580e+01;5.486991179680522634e+00;5.141640676450623948e-01;3.385491803295511026e+00;-1.249851375193821168e+00;1.600873121911412156e+01;-2.368360684835987495e+00
3.200000000000000000e+04;0.000000000000000000e+00;-3.565558724921887688e+02;-1.467253116728138185e+00;4.626898774524412192e-06;1.128064079743929149e+01;-8.412555955944674979e-01;6.725035826827239589e+02;2.209956393732718724e-02
3.300000000000000000e+04;0.000000000000000000e+00;-3.738767136138130240e+02;3.578172892576115816e-01;4.663334766414409181e-06;1.123583246780219547e+01;-7.795726813146350853e-01;6.718567066395081611e+02;1.583723561847273295e-02
3.400000000000000000e+04;0.000000000000000000e+00;-3.732158544162148246e+02;1.829042219023294447e+00;4.524603264780680448e-06;1.123751022218881346e+01;-7.786235350154167012e-01;6.716630553515252586e+02;1.198687429409710063e-02
3.500000000000000000e+04;0.000000000000000000e+00;-3.713579530338200811e+02;1.696308973853281499e+00;3.387957965165184012e-06;1.124859442875622584e+01;-7.808173544444821923e-01;6.714706583354943632e+02;1.321490876389418666e-02
3.600000000000000000e+04;0.000000000000000000e+00;-3.612743773143235444e+02;1.918164773403683077e+00;6.416895424638640447e-07;1.231298476122145225e+01;-9.054976254088451526e-01;7.377445534914836571e+02;1.470072647616287552e-02
3.700000000000000000e+04;0.000000000000000000e+00;-3.676246510069368583e+02;1.611603345335509418e+00;1.707663592263090379e-06;1.126854689537762155e+01;-7.864305499196502236e-01;6.710878035997029656e+02;1.580362274050618396e-02
3.800000000000000000e+04;0.000000000000000000e+00;-3.647033682309722167e+02;6.434509979264215751e-01;2.341326723121463664e-06;1.127493987004038445e+01;-7.919250294993163131e-01;6.711533646025233111e+02;1.846619079748098441e-02
3.900000000000000000e+04;0.000000000000000000e+00;-3.606451461279086175e+02;-2.955235207819187249e+00;1.175861565840448809e-06;1.129945774256882629e+01;-7.982829211803690317e-01;6.712510778218620544e+02;2.661355797075083685e-02
4.000000000000000000e+04;0.000000000000000000e+00;-3.583894345113527606e+02;-3.574722101087216330e+00;1.091415357509461473e-06;1.132972430933783947e+01;-8.023451385007975833e-01;6.715762059201430247e+02;2.808727036360049445e-02
4.100000000000000000e+04;0.000000000000000000e+00;-3.545576628113630022e+02;-6.776152100158918223e+00;6.784819868272008643e-07;1.135537683941451093e+01;-8.078092105461465167e-01;6.717630038801780756e+02;3.437231979192111042e-02
4.200000000000000000e+04;0.000000000000000000e+00;-3.524388841796463794e+02;-7.803926550590264632e+00;1.096405694873208071e-06;1.137113398895937522e+01;-8.097079010921038877e-01;6.719824877707852693e+02;3.501513074788540486e-02
4.300000000000000000e+04;0.000000000000000000e+00;-3.496463408369028230e+02;-1.019709544369293752e+01;1.584543308980094632e-06;1.137839412282836804e+01;-8.118411518611725608e-01;6.720430628205472203e+02;3.801426289745953729e-02
4.400000000000000000e+04;0.000000000000000000e+00;-3.487896623371532883e+02;-9.797733448928964251e+00;2.170564047869761109e-06;1.136756683948913427e+01;-8.094934379579727945e-01;6.718932880249290065e+02;3.427002534241833237e-02
4.500000000000000000e+04;0.000000000000000000e+00;2.316527974732386610e+03;-1.342123346125056855e+02;-3.715327708348826974e+01;-1.244844529050056714e+00;1.130574461411352427e+00;-7.269476745502445283e+02;-2.430910794886569429e-02
4.600000000000000000e+04;0.000000000000000000e+00;-3.491864780277059026e+02;-5.542595340100080925e+00;3.207060129793992449e-06;1.136695459662815999e+01;-8.038064113775235109e-01;6.717743311910716102e+02;2.136804114742621788e-02
4.700000000000000000e+04;0.000000000000000000e+00;-3.492218211762925648e+02;-3.711245488632459288e+00;3.649897284659178702e-06;1.136896622696875170e+01;-8.016069249914611339e-01;6.717311013050396014e+02;1.583702856127471373e-02
4.800000000000000000e+04;0.000000000000000000e+00;1.035555882757194240e+03;5.547646755117486919e+02;-1.957074230864356679e+01;3.488284885996094098e-01;4.391830077123372256e+00;6.156894206020279370e+00;1.950518819108221502e-01
4.900000000000000000e+04;0.000000000000000000e+00;-4.488998433077346562e+01;4.902607928669636017e+00;1.971228386856749921e+02;5.663756732773373770e+00;-8.058411797412336597e+00;-9.180829225914363633e+03;2.090887025573030300e+00
5.000000000000000000e+04;0.000000000000000000e+00;-4.731739315001303794e+02;1.186951385654350100e+00;4.775934336392949090e-06;1.105212537152255869e+01;-5.627484957809230082e-01;7.488077270105700336e+02;2.237512831340471818e-03
5.100000000000000000e+04;0.000000000000000000e+00;-2.242287590048489108e+02;4.969939101141794602e+00;3.600536273044184221e-01;5.681620463006908039e+00;-4.355160585205788415e+00;1.384047351993023949e+04;-1.980333959535352656e-02
5.200000000000000000e+04;0.000000000000000000e+00;-3.463737199904774684e+02;2.087974234385923111e+00;3.509505920375872466e-06;1.134685487794773273e+01;-8.040943300860800003e-01;6.722717812038146121e+02;1.817779482773562282e-03
5.300000000000000000e+04;0.000000000000000000e+00;-3.456762434745486985e+02;3.068029419775277766e+00;2.861752190649885039e-06;1.144655421895027914e+01;-8.061241906207028407e-01;6.729533962569239520e+02;-1.472867053030520179e-04
5.400000000000000000e+04;0.000000000000000000e+00;-3.437979843441746652e+02;2.728322001471210179e+00;2.086222633669627692e-06;1.154857274990571625e+01;-8.119978871417314892e-01;6.741453169635892664e+02;1.379137421309310253e-03
5.500000000000000000e+04;0.000000000000000000e+00;-3.423853603691761123e+02;2.757191154961188495e+00;2.448495322965406343e-06;1.141300929802258501e+01;-8.131775922919901589e-01;6.730502971933435674e+02;1.213422093997357882e-03
5.600000000000000000e+04;0.000000000000000000e+00;-3.462392379302886525e+02;2.223379650740060054e+00;2.259658287885973731e-06;1.129164326693667952e+01;-7.948867587433021686e-01;6.707824082464317144e+02;3.165220382081095334e-03
5.700000000000000000e+04;0.000000000000000000e+00;-3.451510949962035397e+02;1.567647561065807160e+00;1.847674811123219480e-06;1.127387260046590889e+01;-7.953810140383661409e-01;6.702639409261906849e+02;5.138765217800941344e-03
5.800000000000000000e+04;0.000000000000000000e+00;-5.435382655505217997e+01;5.845150919808949491e-02;-1.515988543865276705e+00;3.608835033105326939e+00;-5.503895245275693959e-01;2.349786256983399468e+01;1.261078489547364789e+00
5.900000000000000000e+04;0.000000000000000000e+00;-4.306825447728971312e+01;4.759324127951646943e+00;1.076986971463532059e-03;1.398068574586738499e+01;-1.070049480853324653e+01;8.117793935195042286e+04;-1.970693078912016105e+01
6.000000000000000000e+04;0.000000000000000000e+00;-3.314366295090228505e+02;8.922550361214717229e-01;3.245555479154245406e-07;1.218470668370375698e+01;-8.894811130001367694e-01;7.067886918919356276e+02;8.140857913493492262e-03
6.100000000000000000e+04;0.000000000000000000e+00;-3.249672239237307849e+02;-6.370698948110924409e-01;1.613765604034248208e-07;1.237696162909999131e+01;-9.343107705619252412e-01;7.252529183928363636e+02;1.173798165185523622e-02
6.200000000000000000e+04;0.000000000000000000e+00;-3.394844609290553308e+02;-2.274507365852012519e+00;1.137508135991914846e-07;1.129730287348280271e+01;-8.018245588780859023e-01;6.699737840998506044e+02;1.470652188158939888e-02
6.300000000000000000e+04;0.000000000000000000e+00;-4.253329074748208427e+01;6.355096381515658699e+00;-7.930131013341076596e+01;-5.491191243611046957e+03;-4.011292606742204114e+00;3.189815993978800179e+02;-1.019358046998834055e+01
6.400000000000000000e+04;0.000000000000000000e+00;-3.373902180591792899e+02;-3.593929320882147671e+00;-1.342968930692513595e-07;1.130647815685196811e+01;-8.033848850159133193e-01;6.699123328879809378e+02;1.668632612042485891e-02
6.500000000000000000e+04;0.000000000000000000e+00;-3.374923986658861281e+02;-2.533966532938920491e+00;3.263760723148884489e-07;1.130585691946145666e+01;-8.018511864215537299e-01;6.698817021549903075e+02;1.316891536893016225e-02
6.600000000000000000e+04;0.000000000000000000e+00;-3.367736922483191506e+02;-2.770062719937414819e+00;1.831452284318319513e-07;1.130617984293927947e+01;-8.022727175442051495e-01;6.698487033851255319e+02;1.353056131645619976e-02
6.700000000000000000e+04;0.000000000000000000e+00;-3.691209960437856239e+02;-2.292813581577001436e+00;5.126605154199496193e-07;1.142018463402332529e+01;-6.876924468703742299e-01;6.626566794241293792e+02;1.032661722707559071e-02
6.800000000000000000e+04;0.000000000000000000e+00;-3.357377019972778385e+02;-2.625654202612109689e+00;3.916490598516984222e-07;1.130663884713309741e+01;-8.020306793470021178e-01;6.697716617097096332e+02;1.235363110064351469e-02
6.900000000000000000e+04;0.000000000000000000e+00;-3.354982758687875162e+02;-2.219102765410924327e+00;5.721969298274786414e-07;1.130627807676892616e+01;-8.014595589233939332e-01;6.697419264470429425e+02;1.089239158146196491e-02
7.000000000000000000e+04;0.000000000000000000e+00;-3.352789715935180084e+02;-1.862194168488751966e+00;6.074553692080839112e-07;1.130526663164270218e+01;-8.011457150858656284e-01;6.697077465712287676e+02;1.001153965549687538e-02
7.100000000000000000e+04;0.000000000000000000e+00;-4.414047883228383995e+01;9.922761253341208842e+00;2.159318616180671313e+02;-6.516999026087134439e+01;-5.101358905237508345e+00;1.364026810259456397e+03;-2.044304846451739266e+00
